lead_id,source,stage,has_company,owner_id,owner_role,created_at,updated_at,interaction_count,call_count,email_interaction_count,meeting_interaction_count,task_count,completed_task_count,open_task_count,overdue_task_count,call_task_count,email_task_count,meeting_task_count,todo_task_count,avg_task_progress,last_activity_at,days_since_last_activity,days_since_creation,converted
6c3cb31f-e24e-48e1-a42b-50943ad5f4b7,LinkedIn,Proposition,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-05-11T21:39:45.189000,2026-05-12T22:49:02.908000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-05-12T22:49:02.908000,32,33,0
b3818871-09e1-465f-90a1-95438e6d3093,Facebook,Gagne,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-05-11T21:39:45.215000,2026-05-22T17:44:37.684000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-05-22T17:44:37.684000,22,33,1
25a3b6da-f8bf-42f9-9974-62c3a7e71c19,Instagram,Contacte,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-05-11T21:39:45.228000,2026-05-12T23:48:56.677000,2,0,0,1,0,0,0,0,0,0,0,0,0.0,2026-05-12T23:48:56.677000,32,33,0
17c6be81-e3ad-4123-8c9f-3f58c6556e1c,LinkedIn,Perdu,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-05-11T21:39:45.240000,2026-06-10T17:35:12.387000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-10T17:35:12.387000,3,33,0
12458f77-8eab-4668-ac42-681813ea789a,Twitter,Proposition,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-05-11T21:39:45.266000,2026-05-22T18:35:05.786000,0,0,0,0,1,0,0,0,0,0,0,1,75.0,2026-06-10T18:44:28.635000,3,33,0
8896be04-5d21-4e22-9346-ef17a654a499,site web,Contacte,1,f985f1d5-5362-4a1b-9160-dc828ac87100,SALES,2026-05-11T22:38:20.078000,2026-05-25T10:46:54.561000,0,0,0,0,3,0,1,1,0,0,0,3,18.33,2026-06-10T18:44:27.405000,3,33,0
0e051c89-cb6e-4dc7-b02a-9bb748b8a898,site web,Qualifie,1,c3972c73-bab5-476b-8abc-bd604c46c8e1,SALES,2026-05-12T22:58:52.171000,2026-06-10T17:43:11.323000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-10T17:43:11.323000,3,32,0
3f6d2a8c-5474-40de-8520-b8c3af0027e4,site web,Contacte,1,f985f1d5-5362-4a1b-9160-dc828ac87100,SALES,2026-05-26T11:33:52.597000,2026-06-14T10:46:47.480000,0,0,0,0,3,0,2,0,0,0,0,3,0.0,2026-06-14T10:46:47.480000,0,19,0
2183ba96-ad45-4d71-855d-9c974075eff3,Cold Call,Gagne,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-14T10:47:13.420000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-14T10:47:13.420000,0,3,1
eb3aa7ea-c3bf-45fa-b1ce-a8b968157240,Webinar,Gagne,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-14T10:47:30.315000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-14T10:47:30.315000,0,3,1
da73acdb-75d8-49a7-b01d-0515d8c8a5ea,LinkedIn,Gagne,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-14T10:47:50.119000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-14T10:47:50.119000,0,3,1
10af4ef3-97ce-4056-bfa7-2025fff251cd,Referral,Gagne,0,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-14T10:47:57.559000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-14T10:47:57.559000,0,3,1
9d81e5fb-253d-4bed-82fc-26adcad88925,Website,Gagne,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-14T12:35:53.396000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-14T12:35:53.396000,0,3,1
9f835b20-55af-4d81-957b-daa90486ff69,Event,Nouveau,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-10T14:36:04.161000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-10T14:36:04.161000,3,3,0
5be2e5b3-f14f-46ec-b7a7-dfc9e5be1b9c,Cold Call,Nouveau,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-10T14:36:04.161000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-10T14:36:04.161000,3,3,0
c08307ea-bb33-44a0-85d1-0e6bd0772916,LinkedIn,Nouveau,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-10T14:36:04.161000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-10T14:36:04.161000,3,3,0
132be5ce-cc45-486d-a744-cf1dd6f2ede4,Website,Nouveau,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-10T14:36:04.161000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-10T14:36:04.161000,3,3,0
0c32918a-04c2-410a-9b3d-bfe08e89affb,Cold Call,Nouveau,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-10T14:36:04.161000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-10T14:36:04.161000,3,3,0
2f3b9195-b214-4c5b-b62d-4d4346180f00,Partner,Nouveau,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-10T14:36:04.161000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-10T14:36:04.161000,3,3,0
071735c0-fb05-4edb-abd8-374f1d49439a,Email Campaign,Nouveau,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-10T14:36:04.161000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-10T14:36:04.161000,3,3,0
cb703513-9568-4e0e-a156-a9a283b9dc5a,Referral,Nouveau,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-10T14:36:04.161000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-10T14:36:04.161000,3,3,0
40dee543-d048-41cd-b6d0-4636c975dfdd,Email Campaign,Nouveau,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-10T14:36:04.161000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-10T14:36:04.161000,3,3,0
956838ba-ba48-4020-9f0e-e37c0abcc3e9,Referral,Nouveau,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-10T14:36:04.161000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-10T14:36:04.161000,3,3,0
f597ca2a-0fc5-4a12-b1eb-1d6df886e943,LinkedIn,Nouveau,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-10T14:36:04.161000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-10T14:36:04.161000,3,3,0
c68de0ca-c199-408d-8dbd-e11d7191cb9f,LinkedIn,Nouveau,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-10T14:36:04.161000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-10T14:36:04.161000,3,3,0
b884929f-63aa-4ea8-86d8-4d9cba70a31b,Partner,Nouveau,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-10T14:36:04.161000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-10T14:36:04.161000,3,3,0
55560a3b-1cec-4c92-8dd9-a386289313b1,Cold Call,Nouveau,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-10T14:36:04.161000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-10T14:36:04.161000,3,3,0
9496d7e1-4105-4fc5-9399-a88b67ddfb04,Event,Nouveau,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-10T14:36:04.161000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-10T14:36:04.161000,3,3,0
a46a72d7-3edc-4e69-8cf5-5cd7b2629595,Event,Nouveau,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-10T14:36:04.161000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-10T14:36:04.161000,3,3,0
c6e75534-9f1a-47cf-b376-49ca0f0823fc,Partner,Nouveau,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-10T14:36:04.161000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-10T14:36:04.161000,3,3,0
5a288d4d-9d37-47ff-bd4d-b138232def48,Cold Call,Nouveau,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-10T14:36:04.161000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-10T14:36:04.161000,3,3,0
18ab1757-ff25-46e4-8153-21ba9a762ebe,Email Campaign,Nouveau,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-10T14:36:04.161000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-10T14:36:04.161000,3,3,0
1588f7f3-c43a-4de2-99d6-054393d2831c,Referral,Nouveau,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-10T14:36:04.161000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-10T14:36:04.161000,3,3,0
d4d768ce-8a79-46c7-9b26-90f770de59e6,Cold Call,Nouveau,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-10T14:36:04.161000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-10T14:36:04.161000,3,3,0
ce2960c4-89c0-4638-8f9a-5571af1f52c6,Event,Nouveau,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-10T14:36:04.161000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-10T14:36:04.161000,3,3,0
3fd24ecb-8293-4328-8a1f-6ebbb5fff0b6,Referral,Nouveau,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-10T14:36:04.161000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-10T14:36:04.161000,3,3,0
d690bef1-7732-4a18-a559-8477fd9b7418,Email Campaign,Nouveau,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-10T14:36:04.161000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-10T14:36:04.161000,3,3,0
ed3eb984-742f-425a-b195-d970281a25fc,Referral,Nouveau,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-10T14:36:04.161000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-10T14:36:04.161000,3,3,0
63b0d119-c213-4b54-a84d-58a07f087f95,LinkedIn,Nouveau,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-10T14:36:04.161000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-10T14:36:04.161000,3,3,0
8fe12ab0-a965-4325-8f60-a4dcf1409035,Email Campaign,Nouveau,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-10T14:36:04.161000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-10T14:36:04.161000,3,3,0
14e6d921-f3d8-4538-9836-56b918a85dbc,Website,Nouveau,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-10T14:36:04.161000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-10T14:36:04.161000,3,3,0
8f065c8c-d9e0-4da0-922b-b56135612e49,Webinar,Nouveau,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-10T14:36:04.161000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-10T14:36:04.161000,3,3,0
2bf4a376-883b-473c-8e08-5c39679c4d84,Cold Call,Nouveau,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-10T14:36:04.161000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-10T14:36:04.161000,3,3,0
a0c77ec5-eb97-41f5-bd94-fa4803d6776d,Website,Nouveau,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-10T14:36:04.161000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-10T14:36:04.161000,3,3,0
b43965d6-9972-40d2-b2db-400cc3e931bb,Webinar,Gagne,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-14T10:47:20.864000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-14T10:47:20.864000,0,3,1
0c19be7b-821f-45d0-9a06-e68b53b14cc6,Email Campaign,Perdu,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-14T10:47:23.939000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-14T10:47:23.939000,0,3,0
0829e988-e4b1-4893-8d24-a40eaa5f0ecd,Website,Gagne,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-14T10:47:59.314000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-14T10:47:59.314000,0,3,1
84a8de10-e855-40b8-8c8b-a9ec2015c3a9,LinkedIn,Gagne,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-14T10:48:00.903000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-14T10:48:00.903000,0,3,1
6c1b8aad-4744-4450-b2cc-93a74fca41da,Referral,Nouveau,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-10T14:36:04.161000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-10T14:36:04.161000,3,3,0
40772b83-4a04-476b-a9f5-eb4eb5957b8d,LinkedIn,Nouveau,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-10T14:36:04.161000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-10T14:36:04.161000,3,3,0
a1225c0c-34a9-401f-8488-9e2b11bc25d5,Event,Nouveau,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-10T14:36:04.161000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-10T14:36:04.161000,3,3,0
59acb00c-106c-455d-ab75-f5ea51a8e1ad,Event,Nouveau,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-10T14:36:04.161000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-10T14:36:04.161000,3,3,0
18a664ff-7c78-4b17-854c-4ec292e0d4e9,Partner,Nouveau,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-10T14:36:04.161000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-10T14:36:04.161000,3,3,0
8f17c184-2058-4507-b658-06ea78f6e5e8,Email Campaign,Nouveau,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-10T14:36:04.161000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-10T14:36:04.161000,3,3,0
e41d07cc-1062-43b1-8c6c-58894d042ddd,Website,Nouveau,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-10T14:36:04.161000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-10T14:36:04.161000,3,3,0
ce7524e5-55da-4546-aa77-80d1e6cb94b1,Email Campaign,Nouveau,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-10T14:36:04.161000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-10T14:36:04.161000,3,3,0
e5254736-c965-44d5-a6c2-97fee79b0ab1,Website,Nouveau,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-10T14:36:04.161000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-10T14:36:04.161000,3,3,0
705bd157-6e38-406c-9b50-10f9c587a021,LinkedIn,Nouveau,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-10T14:36:04.161000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-10T14:36:04.161000,3,3,0
ce41bc0e-7fe2-4c77-aa5b-f49c6973bfc4,Event,Nouveau,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-10T14:36:04.161000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-10T14:36:04.161000,3,3,0
ff387420-9859-462b-9d76-d47298b2f9a6,Webinar,Nouveau,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-10T14:36:04.161000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-10T14:36:04.161000,3,3,0
28d0bac5-73c6-48a4-9ecf-91dcf0fbe816,Event,Nouveau,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-10T14:36:04.161000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-10T14:36:04.161000,3,3,0
c61b8630-bd2a-488e-abf2-3782ed15a123,Event,Nouveau,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-10T14:36:04.161000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-10T14:36:04.161000,3,3,0
4cbb842f-a9e4-4dc4-8209-7ea5e60591ca,Event,Nouveau,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-10T14:36:04.161000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-10T14:36:04.161000,3,3,0
a0dd0a44-e7f5-4979-84f0-50c8bf076024,Cold Call,Nouveau,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-10T14:36:04.161000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-10T14:36:04.161000,3,3,0
5d0da158-c269-4626-a38b-733377fc4879,Cold Call,Nouveau,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-10T14:36:04.161000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-10T14:36:04.161000,3,3,0
4f702ef3-1d13-4e85-bf7b-bbf2b39e4788,Website,Nouveau,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-10T14:36:04.161000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-10T14:36:04.161000,3,3,0
184d7630-7221-4f70-a250-aca2937d572b,Email Campaign,Nouveau,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-10T14:36:04.161000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-10T14:36:04.161000,3,3,0
5aa915b6-14e9-42fd-a67b-5f2dadbc770d,Partner,Nouveau,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-10T14:36:04.161000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-10T14:36:04.161000,3,3,0
e783ed90-79b2-409c-923b-22e064f71c1a,Cold Call,Nouveau,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-10T14:36:04.161000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-10T14:36:04.161000,3,3,0
6a335668-b69b-403e-8ca9-3a520669e52f,Partner,Nouveau,1,ea7c65d1-e3c3-4fd6-b8e6-bdeaae65745f,ADMIN,2026-06-10T14:36:04.161000,2026-06-10T14:36:04.161000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-10T14:36:04.161000,3,3,0
